book	chapter	verse	wlc	lxx	vulg	clem	tr	kjv
Lam	2	3	גָּדַע בָּחֳרִי־אַף כֹּל קֶרֶן יִשְׂרָאֵל הֵשִׁיב אָחוֹר יְמִינוֹ מִפְּנֵי אוֹיֵב וַיִּבְעַר בְּיַעֲקֹב כְּאֵשׁ לֶהָבָה אָכְלָה סָבִיב ׃ ס	Γίμελ Συνεκάλεσεν ἐν ὀργῇ θυμοῦ αὐτοῦ πᾶν κέρας Ἰσραήλ, ἀπέστρεψεν ὀπίσω δεξιὰν αὐτοῦ ἀπὸ προσώπου ἐχθροῦ, καὶ ἀνῆψεν ἐν Ἰακὼβ ὡς πῦρ φλόγα, καὶ κατέφαγεν πάντα τὰ κύκλῳ.	GIMEL confregit in ira furoris omne cornu Israhel avertit retrorsum dexteram suam a facie inimici et succendit in Iacob quasi ignem flammae devorantis in gyro	Ghimel Confregit in ira furoris sui omne cornu Isral; avertit retrorsum dexteram suam a facie inimici, et succendit in Jacob quasi ignem flamm devorantis in gyro.		He hath cut off in his fierce anger all the horn of Israel: he hath drawn back his right hand from before the enemy, and he burned against Jacob like a flaming fire, which devoureth round about.
Lam	2	4	דָּרַךְ קַשְׁתּוֹ כְּאוֹיֵב נִצָּב יְמִינוֹ כְּצָר וַיַּהֲרֹג כֹּל מַחֲמַדֵּי־עָיִן בְּאֹהֶל בַּת־צִיּוֹן שָׁפַךְ כָּאֵשׁ חֲמָתוֹ ׃ ס	Δάλεθ. Ἐνέτεινεν τόξον αὐτοῦ ὡς ἐχθρὸς ὑπεναντίος, ἐστερέωσεν δεξιὰν αὐτοῦ ὁὡς ὑπεναντίος, καὶ ἀπέκτεινεν πάντα τὰ ἐπιθυμήματα ὀφθαλμῶν μου ἐν σκηνῇ θυγατρὸς Σειών, ἐξέχεεν ὡς πῦρ τὸν θυμὸν αὐτοῦ.	DELETH tetendit arcum suum quasi inimicus firmavit dexteram suam quasi hostis et occidit omne quod pulchrum erat visu in tabernaculo filiae Sion effudit quasi ignem indignationem suam	Daleth Tetendit arcum suum quasi inimicus, firmavit dexteram suam quasi hostis, et occidit omne quod pulchrum erat visu in tabernaculo fili Sion; effudit quasi ignem indignationem suam.		He hath bent his bow like an enemy: he stood with his right hand as an adversary, and slew all that were pleasant to the eye in the tabernacle of the daughter of Zion: he poured out his fury like fire.
Lam	2	5	הָיָה אֲדֹנָי כְּאוֹיֵב בִּלַּע יִשְׂרָאֵל בִּלַּע כָּל־אַרְמְנוֹתֶיהָ שִׁחֵת מִבְצָרָיו וַיֶּרֶב בְּבַת־יְהוּדָה תַּאֲנִיָּה וַאֲנִיָּה ׃ ס	H ʼἘγενήθη Κύριος ὡς ἐχθρός, κατεπόντισεν Ἰσραήλ· κατεπόντισεν τὰς βάρεις αὐτῆς, διέφθειρεν τὰ ὀχυράματα αὐτοῦ καὶ ἐπλήθυνεν τῇ θυγατρὶ Ἰούδα ταπεινουμένην καὶ τεταπειναομένην.	HE factus est Dominus velut inimicus praecipitavit Israhel praecipitavit omnia moenia eius dissipavit munitiones eius et replevit in filia Iuda humiliatum et humiliatam	He Factus est Dominus velut inimicus, prcipitavit Isral: prcipitavit omnia mnia ejus, dissipavit munitiones ejus, et replevit in filia Juda humiliatum et humiliatam.		The Lord was as an enemy: he hath swallowed up Israel, he hath swallowed up all her palaces: he hath destroyed his strong holds, and hath increased in the daughter of Judah mourning and lamentation.
Lam	2	6	וַיַּחְמֹס כַּגַּן שֻׂכּוֹ שִׁחֵת מוֹעֲדוֹ שִׁכַּח יְהוָה בְּצִיּוֹן מוֹעֵד וְשַׁבָּת וַיִּנְאַץ בְּזַעַם־אַפּוֹ מֶלֶךְ וְכֹהֵן ׃ ס	Οὐαό. Καὶ διεπέτασεν ὡς ἄμπελον τὸ σκήνωμα αὐτοῦ, διέφθειρεν ἑορτὴν αὐτοῦ· ἐπελάθετο Κύριος ἃ ἐποίησεν ἐν Σειὼν ἑορτῆς καὶ σαββάτου, καὶ παρώξυνεν ἐνβριμήματι ὀργῆς αὐτοῦ βασιλέα καὶ ἱερέα καὶ ἄρχοντα.	VAV et dissipavit quasi hortum tentorium suum demolitus est tabernaculum suum oblivioni tradidit Dominus in Sion festivitatem et sabbatum et obprobrio in indignatione furoris sui regem et sacerdotem	Vau Et dissipavit quasi hortum tentorium suum; demolitus est tabernaculum suum. Oblivioni tradidit Dominus in Sion festivitatem et sabbatum; et in opprobrium, et in indignationem furoris sui, regem et sacerdotem.		And he hath violently taken away his tabernacle, as if it were of a garden: he hath destroyed his places of the assembly: the Lord hath caused the solemn feasts and sabbaths to be forgotten in Zion, and hath despised in the indignation of his anger the king and the priest.
Lam	2	7	זָנַח אֲדֹנָי מִזְבְּחוֹ נִאֵר מִקְדָּשׁוֹ הִסְגִּיר בְּיַד־אוֹיֵב חוֹמֹת אַרְמְנוֹתֶיהָ קוֹל נָתְנוּ בְּבֵית־יְהוָה כְּיוֹם מוֹעֵד ׃ ס	Ζάιν. Ἀπώσατο Κύριος θυσιαστήριον αὐτοῦ, ἀπετίναξεν ἁγίασμα αὐτοῦ, συνέτριψεν ἐν χειρὶ αὐτοῦ τεῖχος βάρεων αὐτῆς· φωνὴν ἔδωκαν ἐν οἴκῳ ὡς ἐν ἡμέρᾳ ἑορτῆς.	ZAI reppulit Dominus altare suum maledixit sanctificationi suae tradidit in manu inimici muros turrium eius vocem dederunt in domo Domini sicut in die sollemni	Zain Repulit Dominus altare suum; maledixit sanctificationi su: tradidit in manu inimici muros turrium ejus. Vocem dederunt in domo Domini sicut in die solemni.		The Lord hath cast off his altar, he hath abhorred his sanctuary, he hath given up into the hand of the enemy the walls of her palaces; they have made a noise in the house of the Lord, as in the day of a solemn feast.
Lam	2	8	חָשַׁב יְהוָה לְהַשְׁחִית חוֹמַת בַּת־צִיּוֹן נָטָה קָו לֹא־הֵשִׁיב יָדוֹ מִבַּלֵּעַ וַיַּאֲבֶל־חֵל וְחוֹמָה יַחְדָּו אֻמְלָלוּ ׃ ס	‟Ηθ. Καὶ ἐπέστρεψεν διαφθεῖραι τεῖχος θυγατρὸς Σειών· ἐξέτεινεν μέτρον, οὐκ ἐπέστρεψεν χεῖρα αὐτοῦ ἀπὸ καταπατήματος, καὶ ἐπένθησεν τὸ προτείχισμα, καὶ τεῖχος ὁμοθυμαδὸν ἡσθένησεν.	HETH cogitavit Dominus dissipare murum filiae Sion tetendit funiculum suum et non avertit manum suam a perditione luxitque antemurale et murus pariter dissipatus est	Heth Cogitavit Dominus dissipare murum fili Sion; tetendit funiculum suum, et non avertit manum suam a perditione: luxitque antemurale, et murus pariter dissipatus est.		The Lord hath purposed to destroy the wall of the daughter of Zion: he hath stretched out a line, he hath not withdrawn his hand from destroying: therefore he made the rampart and the wall to lament; they languished together.
Lam	2	9	טָבְעוּ בָאָרֶץ שְׁעָרֶיהָ אִבַּד וְשִׁבַּר בְּרִיחֶיהָ מַלְכָּהּ וְשָׂרֶיהָ בַגּוֹיִם אֵין תּוֹרָה גַּם־נְבִיאֶיהָ לֹא־מָצְאוּ חָזוֹן מֵיְהוָה ׃ ס	Tήθ. Ἐνεπάγησαν εἰς γῆν πύλαι αὐτῆς· ἀπώλεσεν καὶ συνέτριψεν μοχλοὺς αὐτῆς, βασιλέα αὐτῆς καὶ ἄρχοντας αὐτῆς ἐν τοῖς ἔθνεσιν· οὐκ ἔστιν νόμος, καί γε προφῆτι αὐτῆς οὐκ εἶδον ὄρασιν παρὰ Κυρίου.	TETH defixae sunt in terra portae eius perdidit et contrivit vectes eius regem eius et principes eius in gentibus non est lex et prophetae eius non invenerunt visionem a Domino	Teth Defix sunt in terra port ejus, perdidit et contrivit vectes ejus; regem ejus et principes ejus in gentibus: non est lex, et prophet ejus non invenerunt visionem a Domino.		Her gates are sunk into the ground; he hath destroyed and broken her bars: her king and her princes are among the Gentiles: the law is no more; her prophets also find no vision from the Lord.
Lam	2	10	יֵשְׁבוּ לָאָרֶץ יִדְּמוּ זִקְנֵי בַת־צִיּוֹן הֶעֱלוּ עָפָר עַל־רֹאשָׁם חָגְרוּ שַׂקִּים הוֹרִידוּ לָאָרֶץ רֹאשָׁן בְּתוּלֹת יְרוּשָׁלִָם ׃ ס	Ἰώδ. Ἐκάθισαν εἰς τὴν γῆν, ἐσιώπησαν πρεσβύτεροι θυγατρὸς Σειών, ἀνεβίβδασαν χοῦν ἐπὶ τὴν κεφαλὴν αὐτῶν, περιεζώσαντο σάκκους, κατήγαγον εἰς γῆν ἀρχηγοὺς παρθένους ἐν Ἰερουσαλήμ.	IOTH sederunt in terra conticuerunt senes filiae Sion consperserunt cinere capita sua accincti sunt ciliciis abiecerunt in terra capita sua virgines Hierusalem	Jod Sederunt in terra, conticuerunt senes fili Sion; consperserunt cinere capita sua, accincti sunt ciliciis: abjecerunt in terram capita sua virgines Jerusalem.		The elders of the daughter of Zion sit upon the ground, and keep silence: they have cast up dust upon their heads; they have girded themselves with sackcloth: the virgins of Jerusalem hang down their heads to the ground.
Lam	2	11	כָּלוּ בַדְּמָעוֹת עֵינַי חֳמַרְמְרוּ מֵעַי נִשְׁפַּךְ לָאָרֶץ כְּבֵדִי עַל־שֶׁבֶר בַּת־עַמִּי בֵּעָטֵף עוֹלֵל וְיוֹנֵק בִּרְחֹבוֹת קִרְיָה ׃ ס	Χάφ. Ἐξέλειπον ἐν δάκρυσιν οἱ ὀφθαλμοί μου, ἐταράχθη ἡ καρδία ἐξεχύθη εἰς τὴν γῆν ἡ δόξα μου, ἐπὶ τὸ σύντριμμα τῆς θυγατρὸς λαοῦ μου, ἐν τῷ ἐκλιπεῖν νήπιον καὶ θηλάζοντα ἐν πλατείαις πόλεως.	CAPH defecerunt prae lacrimis oculi mei conturbata sunt viscera mea effusum est in terra iecur meum super contritione filiae populi mei cum deficeret parvulus et lactans in plateis oppidi	Caph Defecerunt pr lacrimis oculi mei, conturbata sunt viscera mea; effusum est in terra jecur meum super contritione fili populi mei, cum deficeret parvulus et lactens in plateis oppidi.		Mine eyes do fail with tears, my bowels are troubled, my liver is poured upon the earth, for the destruction of the daughter of my people; because the children and the sucklings swoon in the streets of the city.
Lam	2	12	לְאִמֹּתָם יֹאמְרוּ אַיֵּה דָּגָן וָיָיִן בְּהִתְעַטְּפָם כֶּחָלָל בִּרְחֹבוֹת עִיר בְּהִשְׁתַּפֵּךְ נַפְשָׁם אֶל־חֵיק אִמֹּתָם ׃ ס	Λάβδ. Ταῖς μητράσιν αὐτῶν εἶπαν Ιοῦ σῖτος καὶ οἶνος; ἐν τῷ ἐκλύεσθαι αὐτοὺς ὡς τραυματίας ἐν πλατείαις πόλεως, ἐν τῷ ἐκχεῖσθαι ψυχὰς αὐτῶν εἰς κόλπον μητέρων αὐτῶν.	LAMED matribus suis dixerunt ubi est triticum et vinum cum deficerent quasi vulnerati in plateis civitatis cum exhalarent animas suas in sinu matrum suarum	Lamed Matribus suis dixerunt: Ubi est triticum et vinum? cum deficerent quasi vulnerati in plateis civitatis, cum exhalarent animas suas in sinu matrum suarum.		They say to their mothers, Where is corn and wine? when they swooned as the wounded in the streets of the city, when their soul was poured out into their mothers' bosom.
Lam	2	13	מָה־אֲעִידֵךְ מָה אֲדַמֶּה־לָּךְ הַבַּת יְרוּשָׁלַםִ מָה אַשְׁוֶה־לָּךְ וַאֲנַחֲמֵךְ בְּתוּלַת בַּת־צִיּוֹן כִּי־גָדוֹל כַּיָּם שִׁבְרֵךְ מִי יִרְפָּא־לָךְ ׃ ס	Μήμ. Γί μαρτυρήσω σοι ἡ τί ὁμοιώσω σοι, θύγατερ Ἰερουσαλήμ; τίς σώσει καὶ παρακαλέσει σε, παρθένος θύγατερ Σειών; ὅτι ἐμεγαλύνθη ποτήριον συντριβῆς σου· τίς ἰάσεταί σε;	MEM cui conparabo te vel cui adsimilabo te filia Hierusalem cui exaequabo te et consolabor te virgo filia Sion magna enim velut mare contritio tua quis medebitur tui	Mem Cui comparabo te, vel cui assimilabo te, filia Jerusalem? cui exquabo te, et consolabor te, virgo, filia Sion? magna est enim velut mare contritio tua: quis medebitur tui?		What thing shall I take to witness for thee? what thing shall I liken to thee, O daughter of Jerusalem? what shall I equal to thee, that I may comfort thee, O virgin daughter of Zion? for thy breach is great like the sea: who can heal thee?
Lam	2	14	נְבִיאַיִךְ חָזוּ לָךְ שָׁוְא וְתָפֵל וְלֹא־גִלּוּ עַל־עֲוֹנֵךְ לְהָשִׁיב שְׁבִיתֵךְ וַיֶּחֱזוּ לָךְ מַשְׂאוֹת שָׁוְא וּמַדּוּחִים ׃ ס	Nοόν. ΓΙροφῆταί σου εἰδοσάν σοι μάταια καὶ ἀφροσύνην, καὶ οὐκ ἀπεκάλυψαν ἐπὶ τὴν ἀδικίαν σου τοῦ ἐπιστρέψαι αἰχμαλωσίαν σου, καὶ εἶδοσάν σοι λήμματα μάταια καὶ ἐξώσματα.	NUN prophetae tui viderunt tibi falsa et stulta nec aperiebant iniquitatem tuam ut te ad paenitentiam provocarent viderunt autem tibi adsumptiones falsas et eiectiones	Nun Prophet tui viderunt tibi falsa et stulta; nec aperiebant iniquitatem tuam, ut te ad pnitentiam provocarent; viderunt autem tibi assumptiones falsas, et ejectiones.		Thy prophets have seen vain and foolish things for thee: and they have not discovered thine iniquity, to turn away thy captivity; but have seen for thee false burdens and causes of banishment.
Lam	2	15	סָפְקוּ עָלַיִךְ כַּפַּיִם כָּל־עֹבְרֵי דֶרֶךְ שָׁרְקוּ וַיָּנִעוּ רֹאשָׁם עַל־בַּת יְרוּשָׁלִָם הֲזֹאת הָעִיר שֶׁיֹּאמְרוּ כְּלִילַת יֹפִי מָשׂוֹשׂ לְכָל־הָאָרֶץ ׃ ס	Σάμχ Ἐκρότησαν ἐπὶ σέ χεῖρας πάντες οἱ παραπορευόμενοι ὁδόν, ἐσύρισαν καὶ ἐκίνησαν τὴν κεφαλὴν αὐτῶν ἐπὶ τὴν θυγατέρα Ἰερουσαλήμ· αὕτη ἡ πόλις, ἐροῦσιν, στέφανος εὐφροσύνης πάσης τῆς γῆς.	SAMECH plauserunt super te manibus omnes transeuntes per viam sibilaverunt et moverunt caput suum super filiam Hierusalem haecine est urbs dicentes perfecti decoris gaudium universae terrae	Samech Plauserunt super te manibus omnes transeuntes per viam; sibilaverunt et moverunt caput suum super filiam Jerusalem: Hccine est urbs, dicentes, perfecti decoris, gaudium univers terr?		All that pass by clap their hands at thee; they hiss and wag their head at the daughter of Jerusalem, saying, Is this the city that men call The perfection of beauty, The joy of the whole earth?
Lam	2	16	פָּצוּ עָלַיִךְ פִּיהֶם כָּל־אוֹיְבַיִךְ שָׁרְקוּ וַיַּחַרְקוּ־שֵׁן אָמְרוּ בִּלָּעְנוּ אַךְ זֶה הַיּוֹם שֶׁקִּוִּינֻהוּ מָצָאנוּ רָאִינוּ ׃ ס	Ἄιν. Διήνοιξαν ἐπὶ σέ στόμα αὐτῶν πάντες οἱ ἐχθροί σου, ἐσύρισαν καὶ ἔβρυξαν ὀδόντας, καὶ εἶπαν Κατεπίομεν αὐτήν· πλὴν αὕτη ἡ ἡμέρα ἣν προσεδοκῶμεν, είρομεν αὐτήν, ἴδομεν.	FE aperuerunt super te os suum omnes inimici tui sibilaverunt et fremuerunt dentibus dixerunt devoravimus en ista est dies quam expectabamus invenimus vidimus	Phe Aperuerunt super te os suum omnes inimici tui: sibilaverunt, et fremuerunt dentibus, et dixerunt: Devorabimus: en ista est dies quam exspectabamus; invenimus, vidimus.		All thine enemies have opened their mouth against thee: they hiss and gnash the teeth: they say, We have swallowed her up: certainly this is the day that we looked for; we have found, we have seen it.
Lam	2	17	עָשָׂה יְהוָה אֲשֶׁר זָמָם בִּצַּע אֶמְרָתוֹ אֲשֶׁר צִוָּה מִימֵי־קֶדֶם הָרַס וְלֹא חָמָל וַיְשַׂמַּח עָלַיִךְ אוֹיֵב הֵרִים קֶרֶן צָרָיִךְ ׃ ס	Φή. Ἐποίησεν Κύριος ἃ ἐνεθυμήθη, συνετέλεσεν ὀήματα αὐτοῦ, ἃ ἐνετείλατο ἐξ ἡμερῶν ἀρχαίων· καθεῖλεν καὶ οὐκ ἐφείσατο, καὶ ηὔφρανεν ἐπὶ σέ ἐχθρόν, ὕψωσεν κέρας θλίλκδοντός σε.	AIN fecit Dominus quae cogitavit conplevit sermonem suum quem praeceperat a diebus antiquis destruxit et non pepercit et laetificavit super te inimicum et exaltavit cornu hostium tuorum	Ain Fecit Dominus qu cogitavit; complevit sermonem suum, quem prceperat a diebus antiquis: destruxit, et non pepercit, et ltificavit super te inimicum, et exaltavit cornu hostium tuorum.		The Lord hath done that which he had devised; he hath fulfilled his word that he had commanded in the days of old: he hath thrown down, and hath not pitied: and he hath caused thine enemy to rejoice over thee, he hath set up the horn of thine adversaries.
Lam	2	18	צָעַק לִבָּם אֶל־אֲדֹנָי חוֹמַת בַּת־צִיּוֹן הוֹרִידִי כַנַּחַל דִּמְעָה יוֹמָם וָלַיְלָה אַל־תִּתְּנִי פוּגַת לָךְ אַל־תִּדֹּם בַּת־עֵינֵךְ ׃ ס	Τιαδή. Ἐβόησεν καρδία αὐτῶν πρὸς Κύριον Γείχη Σειών, καταγάγετε ὡς χειμάρρους δάκρυα ἡμέρας καὶ υυκτός· μὴ δῷς ἔκνηψιν σεαυτῇ, μὴ σιωπήσαιτο, θυγάτηρ, ὁ ὀφθαλμός σου.	SADE clamavit cor eorum ad Dominum super muros filiae Sion deduc quasi torrentem lacrimas per diem et per noctem non des requiem tibi neque taceat pupilla oculi tui	Sade Clamavit cor eorum ad Dominum super muros fili Sion: Deduc quasi torrentem lacrimas per diem et noctem; non des requiem tibi, neque taceat pupilla oculi tui.		Their heart cried unto the Lord, O wall of the daughter of Zion, let tears run down like a river day and night: give thyself no rest; let not the apple of thine eye cease.
Lam	2	19	קוּמִי רֹנִּי בַלַּיִל לְרֹאשׁ אַשְׁמֻרוֹת שִׁפְכִי כַמַּיִם לִבֵּךְ נֹכַח פְּנֵי אֲדֹנָי שְׂאִי אֵלָיו כַּפַּיִךְ עַל־נֶפֶשׁ עוֹלָלַיִךְ הָעֲטוּפִים בְּרָעָב בְּרֹאשׁ כָּל־חוּצוֹת ׃ ס	Κώφ. Ἀνάστα ἀγαλλίασαι ἐν νυκτὶ εἰς ἀρχὰς φυλακῆς σου, ἕκχεον ὡς ὕδωρ καρδίαν σου ἀπέναντι προσώπου Κυρίου, ἄρον πρὸς αὐτὸν χεῖράς σου περὶ ψυχῆς νηπίων τῶν ἐκλυομένων λιμῷ ἐπʼ ἀρχῆς πασῶν ἐξόδων.	COPH consurge lauda in nocte in principio vigiliarum effunde sicut aqua cor tuum ante conspectum Domini leva ad eum manus tuas pro anima parvulorum tuorum qui defecerunt in fame in capite omnium conpetorum	Coph Consurge, lauda in nocte, in principio vigiliarum; effunde sicut aquam cor tuum ante conspectum Domini: leva ad eum manus tuas pro anima parvulorum tuorum, qui defecerunt in fame in capite omnium compitorum.		Arise, cry out in the night: in the beginning of the watches pour out thine heart like water before the face of the Lord: lift up thy hands toward him for the life of thy young children, that faint for hunger in the top of every street.
Lam	2	20	רְאֵה יְהוָה וְהַבִּיטָה לְמִי עוֹלַלְתָּ כֹּה אִם־תֹּאכַלְנָה נָשִׁים פִּרְיָם עֹלֲלֵי טִפֻּחִים אִם־יֵהָרֵג בְּמִקְדַּשׁ אֲדֹנָי כֹּהֵן וְנָבִיא ׃ ס	'Ρήχς. Ἴδε, Κύριε, καὶ ἐπίcβλεψον τίνι ἐπεφύλλισας οὕτως εἰ φάγονται γυναίκες καρπὸν κοιλίας αὐτῶν ἐπιφυλλίδα ἐποίησεν μάγειρος· φονευθήσονται νήπιι θηλάζοντα μαστούς; ἀποκτενεῖς ἐν ἁγιάσματι Κυρίου ἱερέα καὶ προφήτην;	RES vide Domine et considera quem vindemiaveris ita ergone comedent mulieres fructum suum parvulos ad mensuram palmae si occidetur in sanctuario Domini sacerdos et propheta	Res Vide, Domine, et considera quem vindemiaveris ita. Ergone comedent mulieres fructum suum, parvulos ad mensuram palm? si occiditur in sanctuario Domini sacerdos et propheta?		Behold, O Lord, and consider to whom thou hast done this. Shall the women eat their fruit, and children of a span long? shall the priest and the prophet be slain in the sanctuary of the Lord?
Lam	2	21	שָׁכְבוּ לָאָרֶץ חוּצוֹת נַעַר וְזָקֵן בְּתוּלֹתַי וּבַחוּרַי נָפְלוּ בֶחָרֶב הָרַגְתָּ בְּיוֹם אַפֶּךָ טָבַחְתָּ לֹא חָמָלְתָּ ׃ ס	Κσέν. Ἐκοιμήθησαν εἰς τὴν ἔξοδον παιδάριον καὶ πρεσβύτης· παρθένοι μου καὶ νεανίσκοι μου ἐπορεύθησαν ἐν αίχμαλωσία· ἐν όομφαίᾳ καὶ ἐν λιμῷ ἀπέκτεινας, ἐν ἡμἐρᾳ ὀργῆς σου ἐμαγείρευσας, οὐκ ἐφείσω.	SEN iacuerunt in terra foris puer et senex virgines meae et iuvenes mei ceciderunt in gladio interfecisti in die furoris tui percussisti nec misertus es	Sin Jacuerunt in terra foris puer et senex; virgines me et juvenes mei ceciderunt in gladio: interfecisti in die furoris tui, percussisti, nec misertus es.		The young and the old lie on the ground in the streets: my virgins and my young men are fallen by the sword; thou hast slain them in the day of thine anger; thou hast killed, and not pitied.
Lam	2	22	תִּקְרָא כְיוֹם מוֹעֵד מְגוּרַי מִסָּבִיב וְלֹא הָיָה בְּיוֹם אַף־יְהוָה פָּלִיט וְשָׂרִיד אֲשֶׁר־טִפַּחְתִּי וְרִבִּיתִי אֹיְבִי כִלָּם ׃ פ	Φαύ. Ἐκάλεσεν ἡμέραν ἑορτῆς παροικίας μου κυκλόθεν, καὶ οὐκ ἐγένοντο ἐν ἡμέρᾳ ἀργῆς Κυρίου ἀνασωζόμενος καὶ καταλελειμμένος, ὁὡς ἐπεκράτησα καὶ ἐπλήθυνα ἐχθρούς μου πάντας.	THAU vocasti quasi ad diem sollemnem qui terrerent me de circuitu et non fuit in die furoris Domini qui effugeret et relinqueretur quos educavi et enutrivi inimicus meus consumpsit eos	Thau Vocasti quasi ad diem solemnem, qui terrerent me de circuitu; et non fuit in die furoris Domini qui effugeret, et relinqueretur: quos educavi et enutrivi, inimicus meus consumpsit eos.]		Thou hast called as in a solemn day my terrors round about, so that in the day of the Lord's anger none escaped nor remained: those that I have swaddled and brought up hath mine enemy consumed.
Lam	3	1	אֲנִי הַגֶּבֶר רָאָה עֳנִי בְּשֵׁבֶט עֶבְרָתוֹ ׃	Ἅλεφ. Ἐγὼ ἀνήρ ὁ βλέπων πτωχείαν, ἐν ῥάβδῳ θυμοῦ αὐτοῦ ἐπʼ ἐμέ	ALEPH ego vir videns paupertatem meam in virga indignationis eius	[ Aleph Ego vir videns paupertatem meam in virga indignationis ejus.		I Am the man that hath seen affliction by the rod of his wrath.
Lam	3	2	אוֹתִי נָהַג וַיֹּלַךְ חֹשֶׁךְ וְלֹא־אוֹר ׃	παρέλαβέν με καὶ ἀπήγαγεν εἰς σκότος καὶ οὐ φῶς.	ALEPH me minavit et adduxit in tenebris et non in lucem	Aleph Me minavit, et adduxit in tenebras, et non in lucem.		He hath led me, and brought me into darkness, but not into light.
Lam	3	3	אַךְ בִּי יָשֻׁב יַהֲפֹךְ יָדוֹ כָּל־הַיּוֹם ׃ ס	πλὴν ἐν ἐμοὶ ἐπέστρεψεν χεῖρα αὐτοῦ ὅλην τὴν ἡμέραν,	ALEPH tantum in me vertit et convertit manum suam tota die	Aleph Tantum in me vertit et convertit manum suam tota die.		Surely against me is he turned; he turneth his hand against me all the day.
Lam	3	4	בִּלָּה בְשָׂרִי וְעוֹרִי שִׁבַּר עַצְמוֹתָי ׃	ἐπαλαίωσεν σάρκα μου καὶ δέρμα μου, ὀστέα μου συνέτριψεν.	BETH vetustam fecit pellem meam et carnem meam contrivit ossa mea	Beth Vetustam fecit pellem meam et carnem meam; contrivit ossa mea.		My flesh and my skin hath he made old; he hath broken my bones.
Lam	3	5	בָּנָה עָלַי וַיַּקַּף רֹאשׁ וּתְלָאָה ׃	Βή. ʼΑνκοδόμησεν κατʼ ἐμοῦ, καὶ ἐκύκλωσεν κεφαλὴν μου καὶ ἐμόχθησεν,	BETH aedificavit in gyro meo et circumdedit me felle et labore	Beth dificavit in gyro meo, et circumdedit me felle et labore.		He hath builded against me, and compassed me with gall and travail.
Lam	3	6	בְּמַחֲשַׁכִּים הוֹשִׁיבַנִי כְּמֵתֵי עוֹלָם ׃ ס	ἐυ σκοτινοῖς ἐκάθισέν με ὠς νεκροὺς αἰῶνος,	BETH in tenebrosis conlocavit me quasi mortuos sempiternos	Beth In tenebrosis collocavit me, quasi mortuos sempiternos.		He hath set me in dark places, as they that be dead of old.
Lam	3	7	גָּדַר בַּעֲדִי וְלֹא אֵצֵא הִכְבִּיד נְחָשְׁתִּי ׃	ἀνῳκοδόμησεν κατʼ ἐμοῦ καὶ οὐκ ἐξελεύσομαι, ἐβάρυνεν χαλκόν μου.	GIMEL circumaedificavit adversum me ut non egrediar adgravavit conpedem meam	Ghimel Circumdificavit adversum me, ut non egrediar; aggravavit compedem meum.		He hath hedged me about, that I cannot get out: he hath made my chain heavy.
Lam	3	8	גַּם כִּי אֶזְעַק וַאֲשַׁוֵּעַ שָׂתַם תְּפִלָּתִי ׃	Γμελ. Καί γε κεκράξομαι καὶ βοήσω, ἀπέφραξεν προσευχήν μου.	GIMEL sed et cum clamavero et rogavero exclusit orationem meam	Ghimel Sed et cum clamavero, et rogavero, exclusit orationem meam.		Also when I cry and shout, he shutteth out my prayer.
Lam	3	9	גָּדַר דְּרָכַי בְּגָזִית נְתִיבֹתַי עִוָּה ׃	Δάλεθ. ’Ανῳκοδόμησεν ὁⁱούς μου, ἐνέφραξεν τρίβους μου, ἐτάραξεν	GIMEL conclusit vias meas lapidibus quadris semitas meas subvertit	Ghimel Conclusit vias meas lapidibus quadris; semitas meas subvertit.		He hath inclosed my ways with hewn stone, he hath made my paths crooked.
Lam	3	10	ס דֹּב אֹרֵב הוּא לִי אַרְיֵה בְּמִסְתָּרִים ׃	ἄρκος ἐνεδρεύουσα, αὐτός μοι λέων ἐν κρυφαίοις·	DELETH ursus insidians factus est mihi leo in absconditis	Daleth Ursus insidians factus est mihi, leo in absconditis.		He was unto me as a bear lying in wait, and as a lion in secret places.
Lam	3	11	דְּרָכַי סוֹרֵר וַיְפַשְּׁחֵנִי שָׂמַנִי שֹׁמֵם ׃	κατεδίωξεν ἀφεστηκότα καὶ κατέπαυσέν με, ἔθετό με ἠφανισμένην.	DELETH semitas meas subvertit et confregit me posuit me desolatam	Daleth Semitas meas subvertit, et confregit me; posuit me desolatam.		He hath turned aside my ways, and pulled me in pieces: he hath made me desolate.
Lam	3	12	דָּרַךְ קַשְׁתּוֹ וַיַּצִּיבֵנִי כַּמַּטָּרָא לַחֵץ ׃ ס	Ἥ Ἐνέτεινεν τόξον αὐτοῦ καὶ ἐστήλωσέν με ὡς σκοπὸν εἰς βέλος,	DELETH tetendit arcum suum et posuit me quasi signum ad sagittam	Daleth Tetendit arcum suum, et posuit me quasi signum ad sagittam.		He hath bent his bow, and set me as a mark for the arrow.
Lam	3	13	הֵבִיא בְּכִלְיוֹתָי בְּנֵי אַשְׁפָּתוֹ ׃	εἰσήγαγεν τοῖς νεφροῖς μου ἰοὺς φαρέτρας αὐτοῦ·	HE misit in renibus meis filias faretrae suae	He Misit in renibus meis filias pharetr su.		He hath caused the arrows of his quiver to enter into my reins.
